"LPI_final" "CI_low" "CI_high"
"1970" 1 1 1
"1971" 0.989285962020689 0.972631486080629 1.00644166958276
"1972" 0.975993769985041 0.946245998806147 1.0049002773138
"1973" 0.95760908776738 0.919606190110044 0.995057599814914
"1974" 0.94054871819031 0.896561689428076 0.984339975239946
"1975" 0.938765210120391 0.886178766481196 0.99158423687719
"1976" 0.917787285531884 0.863187375864649 0.972528778503585
"1977" 0.896111455336821 0.840692188419224 0.950980939374879
"1978" 0.868559202413706 0.813926322127688 0.923493009014242
"1979" 0.850124227738168 0.795186350526109 0.905680827858664
"1980" 0.827637207440892 0.771980212058231 0.883917022224726
"1981" 0.801004778110897 0.745352124002755 0.85858159603407
"1982" 0.777624281326805 0.722112535809739 0.835479735937859
"1983" 0.745637654890642 0.690234834721443 0.802378128313896
"1984" 0.716813572848758 0.659567780206643 0.776163790398912
"1985" 0.688846654494566 0.632033486936046 0.748837933679397
"1986" 0.6717729505149 0.614013725645463 0.732412275768282
"1987" 0.645084490982185 0.588576750279408 0.705043021089582
"1988" 0.619619328399242 0.563827863551723 0.680357685077539
"1989" 0.614687600967816 0.557910035091224 0.676513193046072
"1990" 0.620220719179232 0.562317127704598 0.684325693401059
"1991" 0.601125166154937 0.541240597739726 0.667582078933365
"1992" 0.588994597144777 0.528908737024588 0.65646321971121
"1993" 0.584144168498147 0.524001793834339 0.652445402487318
"1994" 0.557998220886064 0.497947264964235 0.624538446909699
"1995" 0.548622834007064 0.488485216442044 0.61523644073304
"1996" 0.532329530425642 0.473018822498851 0.597840754590872
"1997" 0.516510980573261 0.458216090429972 0.58144664795628
"1998" 0.497724846560431 0.44093612865708 0.561470879389371
"1999" 0.485042146640455 0.428966493089933 0.548124288328964
"2000" 0.473628169816818 0.417906071166211 0.537261582619956
"2001" 0.461736082812603 0.407007591957203 0.52440732866501
"2002" 0.442307996598486 0.387126853126547 0.504426869022651
"2003" 0.439231839299476 0.382795487996317 0.501714832181754
"2004" 0.435769665826543 0.379640227792704 0.49888079044268
"2005" 0.420208950083438 0.364946184609422 0.482897129404739
"2006" 0.40053208722293 0.347397194916275 0.462488160833775
"2007" 0.389326730927107 0.336643350436549 0.451667905446741
"2008" 0.376401108449133 0.324706574899322 0.436993149661374
"2009" 0.364645665838653 0.314222532438754 0.423805952525405
"2010" 0.359282410003173 0.308440912959399 0.418950063919553
"2011" 0.345536146996849 0.296181784012079 0.403854486585496
"2012" 0.340598996766731 0.290515764016254 0.400464935880999
"2013" 0.330811700759454 0.281708097244702 0.389722044133677
"2014" 0.329749125111729 0.279757751840943 0.389215954018582
"2015" 0.335701142527895 0.28433668386967 0.397436274679342
"2016" 0.33178509613743 0.280277692705375 0.393847047550397
"2017" 0.323135402236084 0.272016305146174 0.385578714544428
